PRODUCT_TK,VERSION,DATE_FROM,DATE_TO,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_DELETED,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_TYPE,PRODUCT_UNIT_COST,PRODUCT_CURRENCY_ID,PRODUCT_UNIT_PRICE,PRODUCT_URL,PRODUCT_IMAGE,PRODUCT_CATEGORY_ID,PRODUCT_CATEGORY_NAME,PRODUCT_CATEGORY_DESCRIPTION,PRODUCT_CATEGORY_DELETED
461,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,461,Red Wing Scented Tissue,Not Set,No,81511098742,81511098742,Not Set,2.448,N/A,2.72,Not Set,Not Set,18,Paper Products,Not Set,0
462,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,462,Red Wing Toilet Paper,Not Set,No,58803485035,58803485035,Not Set,1.908,N/A,2.12,Not Set,Not Set,18,Paper Products,Not Set,0
463,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,463,Red Wing Tissues,Not Set,No,16141352057,16141352057,Not Set,1.125,N/A,1.25,Not Set,Not Set,18,Paper Products,Not Set,0
464,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,464,Red Wing Scented Toilet Tissue,Not Set,No,41454463601,41454463601,Not Set,3.204,N/A,3.56,Not Set,Not Set,18,Paper Products,Not Set,0
465,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,465,Red Wing Room Freshener,Not Set,No,34127966761,34127966761,Not Set,2.655,N/A,2.95,Not Set,Not Set,20,Cleaning Supplies,Not Set,0
466,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,466,Red Wing Frying Pan,Not Set,No,39895885586,39895885586,Not Set,2.367,N/A,2.63,Not Set,Not Set,40,Kitchen Products,Not Set,0
467,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,467,Red Wing Copper Cleaner,Not Set,No,91807155013,91807155013,Not Set,3.429,N/A,3.81,Not Set,Not Set,87,Kitchen Products,Not Set,0
468,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,468,Red Wing Bees Wax Candles,Not Set,No,66812840104,66812840104,Not Set,1.566,N/A,1.74,Not Set,Not Set,47,Candles,Not Set,0
469,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,469,Red Wing Silver Cleaner,Not Set,No,87961875796,87961875796,Not Set,1.161,N/A,1.29,Not Set,Not Set,87,Kitchen Products,Not Set,0
470,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,470,Red Wing Copper Pot Scrubber,Not Set,No,32205327153,32205327153,Not Set,2.61,N/A,2.9,Not Set,Not Set,86,Kitchen Products,Not Set,0
471,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,471,Red Wing Economy Toilet Brush,Not Set,No,22592129111,22592129111,Not Set,0.747,N/A,0.83,Not Set,Not Set,85,Bathroom Products,Not Set,0
472,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,472,Red Wing Scissors,Not Set,No,57052045464,57052045464,Not Set,0.738,N/A,0.82,Not Set,Not Set,41,Hardware,Not Set,0
473,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,473,Red Wing Large Sponge,Not Set,No,82774483561,82774483561,Not Set,0.657,N/A,0.73,Not Set,Not Set,42,Kitchen Products,Not Set,0
474,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,474,Red Wing Screw Driver,Not Set,No,55493467450,55493467450,Not Set,3.168,N/A,3.52,Not Set,Not Set,41,Hardware,Not Set,0
475,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,475,Quick Extra Lean Hamburger,Not Set,No,74355801939,74355801939,Not Set,2.349,N/A,2.61,Not Set,Not Set,65,Meat,Not Set,0
476,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,476,Quick Seasoned Hamburger,Not Set,No,82410421967,82410421967,Not Set,3.276,N/A,3.64,Not Set,Not Set,65,Meat,Not Set,0
477,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,477,Dollar Monthly Sports Magazine,Not Set,No,70510522723,70510522723,Not Set,0.774,N/A,0.86,Not Set,Not Set,104,Magazines,Not Set,0
478,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,478,Dollar Monthly Auto Magazine,Not Set,No,47802909016,47802909016,Not Set,2.619,N/A,2.91,Not Set,Not Set,108,Magazines,Not Set,0
479,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,479,Dollar Monthly Computer Magazine,Not Set,No,71238645911,71238645911,Not Set,1.935,N/A,2.15,Not Set,Not Set,107,Magazines,Not Set,0
480,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,480,Dollar Monthly Home Magazine,Not Set,No,41670928597,41670928597,Not Set,1.521,N/A,1.69,Not Set,Not Set,105,Magazines,Not Set,0
481,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,481,Dollar Monthly Fashion Magazine,Not Set,No,23127390742,23127390742,Not Set,2.565,N/A,2.85,Not Set,Not Set,106,Magazines,Not Set,0
482,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,482,Tell Tale Summer Squash,Not Set,No,28895309567,28895309567,Not Set,0.657,N/A,0.73,Not Set,Not Set,61,Vegetables,Not Set,0
483,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,483,Tell Tale Corn on the Cob,Not Set,No,80806578993,80806578993,Not Set,1.746,N/A,1.94,Not Set,Not Set,61,Vegetables,Not Set,0
484,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,484,Tell Tale Asparagus,Not Set,No,55812264084,55812264084,Not Set,3.276,N/A,3.64,Not Set,Not Set,61,Vegetables,Not Set,0
485,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,485,Tell Tale Sweet Peas,Not Set,No,76961299777,76961299777,Not Set,1.971,N/A,2.19,Not Set,Not Set,61,Vegetables,Not Set,0
486,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,486,Tell Tale New Potatos,Not Set,No,21204751133,21204751133,Not Set,1.026,N/A,1.14,Not Set,Not Set,61,Vegetables,Not Set,0
487,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,487,Tell Tale Beets,Not Set,No,11591553092,11591553092,Not Set,2.34,N/A,2.6,Not Set,Not Set,61,Vegetables,Not Set,0
488,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,488,Tell Tale Prepared Salad,Not Set,No,15072770714,15072770714,Not Set,2.331,N/A,2.59,Not Set,Not Set,61,Vegetables,Not Set,0
489,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,489,Tell Tale Onions,Not Set,No,40795208811,40795208811,Not Set,2.169,N/A,2.41,Not Set,Not Set,61,Vegetables,Not Set,0
490,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,490,Tell Tale Green Pepper,Not Set,No,44229219555,44229219555,Not Set,1.485,N/A,1.65,Not Set,Not Set,61,Vegetables,Not Set,0
491,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,491,Tell Tale Shitake Mushrooms,Not Set,No,63091554045,63091554045,Not Set,3.159,N/A,3.51,Not Set,Not Set,61,Vegetables,Not Set,0
492,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,492,Tell Tale Lettuce,Not Set,No,71146174073,71146174073,Not Set,1.593,N/A,1.77,Not Set,Not Set,61,Vegetables,Not Set,0
493,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,493,Tell Tale Elephant Garlic,Not Set,No,59246274828,59246274828,Not Set,2.376,N/A,2.64,Not Set,Not Set,61,Vegetables,Not Set,0
494,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,494,Tell Tale Red Pepper,Not Set,No,36538661122,36538661122,Not Set,1.737,N/A,1.93,Not Set,Not Set,61,Vegetables,Not Set,0
495,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,495,Tell Tale Garlic,Not Set,No,59974398016,59974398016,Not Set,1.053,N/A,1.17,Not Set,Not Set,61,Vegetables,Not Set,0
496,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,496,Tell Tale Potatos,Not Set,No,96504550576,96504550576,Not Set,0.756,N/A,0.84,Not Set,Not Set,61,Vegetables,Not Set,0
497,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,497,Tell Tale Cauliflower,Not Set,No,23080183863,23080183863,Not Set,1.683,N/A,1.87,Not Set,Not Set,61,Vegetables,Not Set,0
498,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,498,Tell Tale Tomatos,Not Set,No,28848102688,28848102688,Not Set,2.295,N/A,2.55,Not Set,Not Set,61,Vegetables,Not Set,0
499,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,499,Tell Tale Mushrooms,Not Set,No,69542331099,69542331099,Not Set,2.664,N/A,2.96,Not Set,Not Set,61,Vegetables,Not Set,0
500,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,500,Tell Tale Baby Onion,Not Set,No,44548016190,44548016190,Not Set,2.394,N/A,2.66,Not Set,Not Set,61,Vegetables,Not Set,0
501,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,501,Tell Tale Dried Mushrooms,Not Set,No,65697051882,65697051882,Not Set,1.305,N/A,1.45,Not Set,Not Set,61,Vegetables,Not Set,0
502,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,502,Tell Tale Fresh Lima Beans,Not Set,No,99940503239,99940503239,Not Set,2.853,N/A,3.17,Not Set,Not Set,61,Vegetables,Not Set,0
503,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,503,Tell Tale Squash,Not Set,No,90327305197,90327305197,Not Set,1.674,N/A,1.86,Not Set,Not Set,61,Vegetables,Not Set,0
504,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,504,Tell Tale Limes,Not Set,No,69906392693,69906392693,Not Set,1.656,N/A,1.84,Not Set,Not Set,99,Fruit,Not Set,0
505,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,505,Tell Tale Firm Tofu,Not Set,No,29530960917,29530960917,Not Set,1.503,N/A,1.67,Not Set,Not Set,67,Packaged Vegetables,Not Set,0
506,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,506,Tell Tale Almonds,Not Set,No,92249944806,92249944806,Not Set,3.312,N/A,3.68,Not Set,Not Set,1,Specialty,Not Set,0
507,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,507,Tell Tale Macintosh Apples,Not Set,No,87210149168,87210149168,Not Set,2.277,N/A,2.53,Not Set,Not Set,99,Fruit,Not Set,0
508,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,508,Tell Tale Golden Delcious Apples,Not Set,No,82579680085,82579680085,Not Set,3.411,N/A,3.79,Not Set,Not Set,99,Fruit,Not Set,0
509,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,509,Tell Tale Red Delcious Apples,Not Set,No,46777650713,46777650713,Not Set,1.71,N/A,1.9,Not Set,Not Set,99,Fruit,Not Set,0
510,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,510,Tell Tale Lemons,Not Set,No,47972167134,47972167134,Not Set,0.549,N/A,0.61,Not Set,Not Set,99,Fruit,Not Set,0
511,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,511,Tell Tale Fancy Plums,Not Set,No,71407904028,71407904028,Not Set,0.612,N/A,0.68,Not Set,Not Set,99,Fruit,Not Set,0
512,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,512,Tell Tale Plums,Not Set,No,17938056588,17938056588,Not Set,2.466,N/A,2.74,Not Set,Not Set,99,Fruit,Not Set,0
513,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,513,Tell Tale Peaches,Not Set,No,34513689875,34513689875,Not Set,0.522,N/A,0.58,Not Set,Not Set,99,Fruit,Not Set,0
514,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,514,Tell Tale Broccoli,Not Set,No,40281608700,40281608700,Not Set,1.629,N/A,1.81,Not Set,Not Set,61,Vegetables,Not Set,0
515,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,515,Tell Tale Mandarin Oranges,Not Set,No,92192878127,92192878127,Not Set,1.719,N/A,1.91,Not Set,Not Set,99,Fruit,Not Set,0
516,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,516,Tell Tale Mixed Nuts,Not Set,No,67198563218,67198563218,Not Set,1.665,N/A,1.85,Not Set,Not Set,1,Specialty,Not Set,0
517,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,517,Tell Tale Canned Peanuts,Not Set,No,77130557894,77130557894,Not Set,3.06,N/A,3.4,Not Set,Not Set,1,Specialty,Not Set,0
518,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,518,Tell Tale Sweet Onion,Not Set,No,21374009251,21374009251,Not Set,1.224,N/A,1.36,Not Set,Not Set,61,Vegetables,Not Set,0
519,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,519,Tell Tale Cantelope,Not Set,No,11760811209,11760811209,Not Set,3.438,N/A,3.82,Not Set,Not Set,99,Fruit,Not Set,0
520,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,520,Tell Tale Honey Dew,Not Set,No,81339898705,81339898705,Not Set,2.52,N/A,2.8,Not Set,Not Set,99,Fruit,Not Set,0
521,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,521,Tell Tale Fuji Apples,Not Set,No,40964466929,40964466929,Not Set,3.267,N/A,3.63,Not Set,Not Set,99,Fruit,Not Set,0
522,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,522,Tell Tale Walnuts,Not Set,No,13683450818,13683450818,Not Set,1.467,N/A,1.63,Not Set,Not Set,1,Specialty,Not Set,0
523,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,523,Tell Tale Oranges,Not Set,No,98643655180,98643655180,Not Set,1.548,N/A,1.72,Not Set,Not Set,99,Fruit,Not Set,0
524,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,524,Tell Tale Tangerines,Not Set,No,40600405335,40600405335,Not Set,1.566,N/A,1.74,Not Set,Not Set,99,Fruit,Not Set,0
525,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,525,Tell Tale Party Nuts,Not Set,No,94798375964,94798375964,Not Set,2.565,N/A,2.85,Not Set,Not Set,1,Specialty,Not Set,0
526,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,526,Kiwi Lox,Not Set,No,36971591114,36971591114,Not Set,2.025,N/A,2.25,Not Set,Not Set,24,Seafood,Not Set,0
527,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,527,Kiwi Scallops,Not Set,No,60407328009,60407328009,Not Set,2.142,N/A,2.38,Not Set,Not Set,2,Seafood,Not Set,0
528,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,528,Fast Low Fat Cookies,Not Set,No,96937480568,96937480568,Not Set,0.864,N/A,0.96,Not Set,Not Set,45,Snack Foods,Not Set,0
529,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,529,Fast BBQ Potato Chips,Not Set,No,23513113856,23513113856,Not Set,1.971,N/A,2.19,Not Set,Not Set,12,Snack Foods,Not Set,0
530,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,530,Fast Corn Chips,Not Set,No,29281032681,29281032681,Not Set,3.384,N/A,3.76,Not Set,Not Set,12,Snack Foods,Not Set,0
531,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,531,Fast Low Fat BBQ Chips,Not Set,No,81192302107,81192302107,Not Set,0.54,N/A,0.6,Not Set,Not Set,12,Snack Foods,Not Set,0
532,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,532,Fast Sugar Cookies,Not Set,No,56197987198,56197987198,Not Set,3.483,N/A,3.87,Not Set,Not Set,45,Snack Foods,Not Set,0
533,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,533,Fast Chocolate Chip Cookies,Not Set,No,77347022891,77347022891,Not Set,2.178,N/A,2.42,Not Set,Not Set,45,Snack Foods,Not Set,0
534,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,534,Fast Fudge Cookies,Not Set,No,21590474247,21590474247,Not Set,3.042,N/A,3.38,Not Set,Not Set,45,Snack Foods,Not Set,0
535,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,535,Fast Fudge Brownies,Not Set,No,90496563315,90496563315,Not Set,2.556,N/A,2.84,Not Set,Not Set,45,Snack Foods,Not Set,0
536,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,536,Fast Potato Chips,Not Set,No,70075650811,70075650811,Not Set,1.638,N/A,1.82,Not Set,Not Set,12,Snack Foods,Not Set,0
537,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,537,Fast Lemon Cookies,Not Set,No,29700219035,29700219035,Not Set,2.385,N/A,2.65,Not Set,Not Set,45,Snack Foods,Not Set,0
538,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,538,Fast Graham Crackers,Not Set,No,92419202923,92419202923,Not Set,0.837,N/A,0.93,Not Set,Not Set,45,Snack Foods,Not Set,0
539,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,539,Fast Cheese Crackers,Not Set,No,87379407286,87379407286,Not Set,3.366,N/A,3.74,Not Set,Not Set,82,Snack Foods,Not Set,0
540,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,540,Fast Buttered Popcorn,Not Set,No,29336157441,29336157441,Not Set,0.459,N/A,0.51,Not Set,Not Set,54,Snack Foods,Not Set,0
541,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,541,Fast No Salt Popcorn,Not Set,No,83534128069,83534128069,Not Set,1.692,N/A,1.88,Not Set,Not Set,54,Snack Foods,Not Set,0
542,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,542,Fast Low Fat Popcorn,Not Set,No,60826514363,60826514363,Not Set,1.359,N/A,1.51,Not Set,Not Set,54,Snack Foods,Not Set,0
543,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,543,Fast Salsa Dip,Not Set,No,18164381384,18164381384,Not Set,1.476,N/A,1.64,Not Set,Not Set,83,Snack Foods,Not Set,0
544,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,544,Fast Avocado Dip,Not Set,No,85673232674,85673232674,Not Set,2.655,N/A,2.95,Not Set,Not Set,83,Snack Foods,Not Set,0
545,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,545,Fast Salted Pretzels,Not Set,No,78346735835,78346735835,Not Set,1.305,N/A,1.45,Not Set,Not Set,46,Snack Foods,Not Set,0
546,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,546,Fast Cheese Dip,Not Set,No,84114654660,84114654660,Not Set,2.502,N/A,2.78,Not Set,Not Set,83,Snack Foods,Not Set,0
547,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,547,Fast Fondue Mix,Not Set,No,69928054213,69928054213,Not Set,2.079,N/A,2.31,Not Set,Not Set,83,Snack Foods,Not Set,0
548,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,548,Fast Mini Donuts,Not Set,No,44933739304,44933739304,Not Set,2.61,N/A,2.9,Not Set,Not Set,84,Snack Foods,Not Set,0
549,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,549,Fast Beef Jerky,Not Set,No,66082774996,66082774996,Not Set,1.512,N/A,1.68,Not Set,Not Set,17,Snack Foods,Not Set,0
550,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,550,Fast Chocolate Donuts,Not Set,No,76424096226,76424096226,Not Set,2.16,N/A,2.4,Not Set,Not Set,84,Snack Foods,Not Set,0
551,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,551,Fast Low Fat Chips,Not Set,No,66810898184,66810898184,Not Set,2.889,N/A,3.21,Not Set,Not Set,12,Snack Foods,Not Set,0
552,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,552,Fast Sesame Crackers,Not Set,No,70292115807,70292115807,Not Set,0.495,N/A,0.55,Not Set,Not Set,82,Snack Foods,Not Set,0
553,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,553,Fast Frosted Cookies,Not Set,No,18699643015,18699643015,Not Set,1.719,N/A,1.91,Not Set,Not Set,45,Snack Foods,Not Set,0
554,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,554,Fast Dried Apples,Not Set,No,57516496777,57516496777,Not Set,2.826,N/A,3.14,Not Set,Not Set,109,Snack Foods,Not Set,0
555,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,555,Fast Apple Fruit Roll,Not Set,No,76378831267,76378831267,Not Set,2.592,N/A,2.88,Not Set,Not Set,109,Snack Foods,Not Set,0
556,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,556,Fast Strawberry Fruit Roll,Not Set,No,18335581421,18335581421,Not Set,2.925,N/A,3.25,Not Set,Not Set,109,Snack Foods,Not Set,0
557,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,557,Fast Raspberry Fruit Roll,Not Set,No,72533552050,72533552050,Not Set,1.224,N/A,1.36,Not Set,Not Set,109,Snack Foods,Not Set,0
558,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,558,Fast Grape Fruit Roll,Not Set,No,49825938344,49825938344,Not Set,0.72,N/A,0.8,Not Set,Not Set,109,Snack Foods,Not Set,0
559,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,559,Fast Dried Dates,Not Set,No,97163805365,97163805365,Not Set,3.402,N/A,3.78,Not Set,Not Set,109,Snack Foods,Not Set,0
560,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,560,Fast Raisins,Not Set,No,43693957924,43693957924,Not Set,1.08,N/A,1.2,Not Set,Not Set,109,Snack Foods,Not Set,0
561,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,561,Fast Golden Raisins,Not Set,No,36367461085,36367461085,Not Set,0.693,N/A,0.77,Not Set,Not Set,109,Snack Foods,Not Set,0
562,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,562,Fast Dried Apricots,Not Set,No,42135379910,42135379910,Not Set,0.531,N/A,0.59,Not Set,Not Set,109,Snack Foods,Not Set,0
563,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,563,Fast Frosted Donuts,Not Set,No,58927478194,58927478194,Not Set,1.512,N/A,1.68,Not Set,Not Set,84,Snack Foods,Not Set,0
564,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,564,Atomic Tasty Candy Bar,Not Set,No,10031033158,10031033158,Not Set,0.594,N/A,0.66,Not Set,Not Set,36,Candy,Not Set,0
565,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,565,Atomic Mint Chocolate Bar,Not Set,No,55082198977,55082198977,Not Set,0.81,N/A,0.9,Not Set,Not Set,36,Candy,Not Set,0
566,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,566,Atomic Malted Milk Balls,Not Set,No,65423520207,65423520207,Not Set,1.602,N/A,1.78,Not Set,Not Set,36,Candy,Not Set,0
567,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,567,Atomic Semi-Sweet Chocolate Bar,Not Set,No,55810322165,55810322165,Not Set,2.115,N/A,2.35,Not Set,Not Set,36,Candy,Not Set,0
568,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,568,Atomic Bubble Gum,Not Set,No,59291539788,59291539788,Not Set,2.997,N/A,3.33,Not Set,Not Set,37,Candy,Not Set,0
569,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,569,Atomic Spicy Mints,Not Set,No,18916108012,18916108012,Not Set,2.844,N/A,3.16,Not Set,Not Set,38,Candy,Not Set,0
570,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,570,Atomic Mints,Not Set,No,57732961773,57732961773,Not Set,1.944,N/A,2.16,Not Set,Not Set,38,Candy,Not Set,0
571,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,571,Atomic White Chocolate Bar,Not Set,No,65114583373,65114583373,Not Set,1.125,N/A,1.25,Not Set,Not Set,36,Candy,Not Set,0
572,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,572,Shady Lake Ravioli,Not Set,No,73169203400,73169203400,Not Set,2.259,N/A,2.51,Not Set,Not Set,5,Starchy Foods,Not Set,0
573,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,573,Shady Lake Manicotti,Not Set,No,61269304156,61269304156,Not Set,3.051,N/A,3.39,Not Set,Not Set,5,Starchy Foods,Not Set,0
574,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,574,Shady Lake Spaghetti,Not Set,No,38561690449,38561690449,Not Set,2.403,N/A,2.67,Not Set,Not Set,5,Starchy Foods,Not Set,0
575,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,575,Shady Lake Thai Rice,Not Set,No,85899557471,85899557471,Not Set,2.529,N/A,2.81,Not Set,Not Set,57,Starchy Foods,Not Set,0
